primary_key,entity_key_1,entity_key_2,relationship_type,starting_date,ending_date,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
1,1,2,cousin,1995-11-28 00:00:00,2018-11-28 00:00:00,3.177325414467983,1.5231775529112854,0.0,3.177325414467983,1.5231775529112854,5.0,2.278774137711941,0.5673017215656607,0.0,2.278774137711941,0.5673017215656607,5.0
2,2,4,parental,1995-11-28 00:00:00,2018-11-28 00:00:00,2.278774137711941,0.5673017215656607,0.0,2.278774137711941,0.5673017215656607,5.0,1.9558472120434682,-0.17268199251164892,0.0,1.9558472120434682,-0.17268199251164892,5.0
3,2,8,parental,1995-11-28 00:00:00,2018-11-28 00:00:00,2.278774137711941,0.5673017215656607,0.0,2.278774137711941,0.5673017215656607,5.0,2.9538258472392154,-0.5306315857582418,0.0,2.9538258472392154,-0.5306315857582418,5.0
4,2,10,sibling,1999-11-28 00:00:00,2018-11-28 00:00:00,2.278774137711941,0.5673017215656607,0.0,2.278774137711941,0.5673017215656607,5.0,2.923223947834481,0.37377545936980655,0.0,2.923223947834481,0.37377545936980655,5.0
5,4,8,spouse,1993-11-28 00:00:00,2018-11-28 00:00:00,1.9558472120434682,-0.17268199251164892,0.0,1.9558472120434682,-0.17268199251164892,5.0,2.9538258472392154,-0.5306315857582418,0.0,2.9538258472392154,-0.5306315857582418,5.0
6,4,10,parental,1999-11-28 00:00:00,2018-11-28 00:00:00,1.9558472120434682,-0.17268199251164892,0.0,1.9558472120434682,-0.17268199251164892,5.0,2.923223947834481,0.37377545936980655,0.0,2.923223947834481,0.37377545936980655,5.0
7,8,10,parental,1999-11-28 00:00:00,2018-11-28 00:00:00,2.9538258472392154,-0.5306315857582418,0.0,2.9538258472392154,-0.5306315857582418,5.0,2.923223947834481,0.37377545936980655,0.0,2.923223947834481,0.37377545936980655,5.0
8,3,8,friend,2000-11-28 00:00:00,2018-11-28 00:00:00,2.6917816617281014,-1.6789084146753674,0.0,2.6917816617281014,-1.6789084146753674,5.0,2.9538258472392154,-0.5306315857582418,0.0,2.9538258472392154,-0.5306315857582418,5.0
9,4,5,parental,1998-11-28 00:00:00,1998-11-28 00:00:00,1.9558472120434682,-0.17268199251164892,0.0,1.9558472120434682,-0.17268199251164892,0.0,1.1540249870186354,0.5474577346086239,0.0,1.1540249870186354,0.5474577346086239,0.0
10,2,5,grand_parental,1995-11-28 00:00:00,1998-11-28 00:00:00,2.278774137711941,0.5673017215656607,0.0,2.278774137711941,0.5673017215656607,0.0,1.1540249870186354,0.5474577346086239,0.0,1.1540249870186354,0.5474577346086239,0.0
11,5,6,friend,1960-11-28 00:00:00,1998-11-28 00:00:00,1.1540249870186354,0.5474577346086239,0.0,1.1540249870186354,0.5474577346086239,0.0,0.13443023292355122,0.9233430316970986,0.0,0.13443023292355122,0.9233430316970986,0.0
12,7,8,friend,1980-11-28 00:00:00,2015-11-28 00:00:00,3.892904652042077,-1.069977356049866,0.0,3.892904652042077,-1.069977356049866,0.0,2.9538258472392154,-0.5306315857582418,0.0,2.9538258472392154,-0.5306315857582418,0.0
13,8,9,sibling,1972-11-28 00:00:00,2017-11-28 00:00:00,2.9538258472392154,-0.5306315857582418,0.0,2.9538258472392154,-0.5306315857582418,0.0,4.152874439840403,-0.2025628461235537,0.0,4.152874439840403,-0.2025628461235537,0.0
14,11,14,spouse,2005-11-28 00:00:00,2018-11-28 00:00:00,2.836001729826609,-3.7809040484259007,0.0,2.836001729826609,-3.7809040484259007,5.0,2.709132387242596,-2.7552450573826754,0.0,2.709132387242596,-2.7552450573826754,5.0
15,2,12,friend,2004-11-28 00:00:00,2018-11-28 00:00:00,2.278774137711941,0.5673017215656607,0.0,2.278774137711941,0.5673017215656607,5.0,2.4454512061858193,1.4797731368522244,0.0,2.4454512061858193,1.4797731368522244,5.0
16,10,12,friend,2004-11-28 00:00:00,2018-11-28 00:00:00,2.923223947834481,0.37377545936980655,0.0,2.923223947834481,0.37377545936980655,5.0,2.4454512061858193,1.4797731368522244,0.0,2.4454512061858193,1.4797731368522244,5.0
17,6,13,friend,1975-11-28 00:00:00,1995-11-28 00:00:00,0.13443023292355122,0.9233430316970986,0.0,0.13443023292355122,0.9233430316970986,0.0,-0.9041900201337072,0.806100591292373,0.0,-0.9041900201337072,0.806100591292373,0.0
18,6,15,friend,1975-11-28 00:00:00,1995-11-28 00:00:00,0.13443023292355122,0.9233430316970986,0.0,0.13443023292355122,0.9233430316970986,0.0,-0.5759775841882283,1.7045966836781339,0.0,-0.5759775841882283,1.7045966836781339,0.0
19,13,15,sibling,1960-11-28 00:00:00,2002-11-28 00:00:00,-0.9041900201337072,0.806100591292373,0.0,-0.9041900201337072,0.806100591292373,0.0,-0.5759775841882283,1.7045966836781339,0.0,-0.5759775841882283,1.7045966836781339,0.0
20,3,14,friend,1993-11-28 00:00:00,2015-11-28 00:00:00,2.6917816617281014,-1.6789084146753674,0.0,2.6917816617281014,-1.6789084146753674,0.0,2.709132387242596,-2.7552450573826754,0.0,2.709132387242596,-2.7552450573826754,0.0
